DateTime,Temperature,Humidity,Wind Speed,general diffuse flows,diffuse flows,Zone 1 Power Consumption,Zone 2  Power Consumption,Zone 3  Power Consumption
12/4/2017 7:30,12.71,78.2,4.918,0.084,0.167,22290.4943,17795.64284,6903.241297
3/4/2017 0:00,15.87,85.7,4.904,0.018,0.122,29572.08511,17195.12195,18336.77419
6/8/2017 23:30,21.56,67.34,0.085,0.077,0.111,42138.27815,25821.20582,25084.06154
4/20/2017 7:30,16.72,76.9,0.073,47.87,37.79,25582.08827,15994.70468,12334.54545
10/14/2017 20:00,20.37,77.9,0.08,0.091,0.089,45141.00656,27866.39004,18867.35562
6/20/2017 13:40,24.93,61.57,0.068,865.0,87.3,37573.50993,21914.34511,21533.53846
6/22/2017 0:40,19.68,71.7,4.919,0.048,0.133,42329.00662,25248.64865,26265.6
11/29/2017 20:30,13.66,73.2,0.073,0.029,0.078,38972.30769,33374.38017,16904.09639
5/19/2017 12:20,23.22,60.43,0.07,909.0,160.1,34006.03279,22922.60062,17163.40081
5/11/2017 11:20,21.07,69.3,4.918,814.0,168.5,35837.90164,22892.87926,17145.91093
2/9/2017 16:40,13.8,59.4,4.916,185.5,188.3,32058.30508,19247.41641,15560.68342
12/4/2017 0:30,13.33,69.63,4.921,0.055,0.119,24596.19772,20082.23381,10758.22329
9/15/2017 8:00,20.57,56.12,0.284,155.7,143.8,29016.63717,18636.17464,11367.02758
2/15/2017 16:20,15.73,65.42,0.082,159.4,163.0,34212.20339,21829.78723,16990.55276
3/7/2017 3:50,8.41,86.9,0.075,0.055,0.089,22555.91489,13331.70732,13987.74194
9/6/2017 2:20,22.93,77.0,0.239,0.095,0.133,27442.83186,16514.34511,14738.30439
7/29/2017 18:40,31.87,29.51,4.909,232.9,266.3,39809.701,27167.08861,30294.22594
12/29/2017 22:20,13.45,52.87,0.079,0.066,0.126,34031.93916,29880.33139,14780.31212
7/23/2017 13:10,33.16,27.61,4.908,897.0,45.63,35835.74751,24334.17722,32583.76569
12/28/2017 9:40,12.1,76.1,0.087,174.9,37.52,28045.62738,22490.33446,8585.834334
5/3/2017 18:20,22.78,56.11,0.078,162.2,145.1,35051.01639,21332.50774,18061.21457
3/31/2017 13:40,22.59,49.12,0.073,816.0,44.21,33064.85106,20579.26829,15485.80645
11/8/2017 9:20,19.91,72.3,0.071,210.7,200.5,27021.53846,21313.63636,11392.77108
7/17/2017 9:10,27.03,67.74,4.927,475.4,130.3,34413.28904,23707.59494,25257.23849
12/3/2017 9:10,12.73,74.7,0.084,35.6,35.67,21542.20532,15177.66186,7663.865546
8/27/2017 20:00,25.71,78.3,4.92,1.162,0.893,48221.62042,30480.25343,30256.55172
11/28/2017 5:10,14.99,80.9,4.914,0.062,0.119,22067.69231,17758.26446,9553.73494
3/3/2017 11:20,17.28,70.5,4.914,626.3,54.33,33579.57447,23154.87805,16188.3871
9/1/2017 17:50,26.43,43.58,4.939,261.2,53.85,28175.57522,15410.39501,15444.33095
12/23/2017 15:00,16.32,69.59,0.08,122.1,107.4,30120.15209,25763.73121,10262.66507
5/14/2017 19:20,24.49,37.76,4.918,104.6,117.3,38349.63934,21351.08359,23576.35628
8/26/2017 5:30,21.89,87.1,4.918,0.073,0.119,25060.15538,15259.13411,14366.89655
1/7/2017 2:20,10.8,80.6,0.085,0.026,0.171,22711.89873,14392.70517,14561.92771
11/9/2017 0:00,19.82,81.3,0.068,0.055,0.119,26455.38462,21440.08264,13792.77108
9/25/2017 15:20,23.74,69.79,4.955,506.9,175.1,36586.19469,23149.27235,13673.381
9/14/2017 4:00,22.67,61.95,0.271,0.051,0.107,27481.06195,16656.54886,13102.6762
2/23/2017 22:30,14.72,64.89,0.085,0.011,0.122,39319.32203,23474.77204,23190.51256
7/4/2017 15:40,26.79,71.5,4.919,515.0,319.9,36945.64784,24998.73418,25245.18828
11/29/2017 9:50,17.02,66.59,4.922,193.3,43.96,29612.30769,23318.18182,8356.626506
12/16/2017 4:40,12.51,84.8,0.082,0.026,0.145,20842.58555,15674.74685,8764.465786
4/29/2017 20:20,20.58,58.46,0.068,0.26,0.137,42744.28418,24932.38289,27153.45455
7/15/2017 8:30,26.06,77.8,4.913,384.0,346.4,29909.90033,20950.63291,22190.46025
10/11/2017 20:00,22.44,63.99,0.082,0.077,0.089,47113.52298,28710.37344,19585.16717
3/13/2017 1:10,10.94,83.1,0.085,0.07,0.104,25319.48936,14718.29268,16182.58065
9/16/2017 10:40,19.23,78.0,0.278,100.8,85.0,35381.9469,21641.16424,13849.88764
1/3/2017 11:50,15.18,64.23,0.077,440.5,45.02,33113.92405,21479.63526,16094.45783
2/26/2017 12:00,16.87,50.67,0.084,630.0,46.84,32210.84746,17857.75076,16573.74874
10/5/2017 3:20,24.11,58.09,4.913,0.069,0.096,26751.85996,15848.96266,11986.8693
1/22/2017 18:00,13.8,55.16,0.084,38.9,40.09,39730.63291,23606.07903,25243.37349
10/11/2017 23:00,19.48,76.2,0.069,0.062,0.159,34528.49015,20472.19917,15214.10334
10/20/2017 20:20,21.84,69.76,4.923,0.099,0.07,44113.78556,28236.09959,18563.89058
3/14/2017 1:50,14.29,83.3,0.075,0.022,0.141,23603.74468,14253.65854,15172.25806
4/21/2017 17:50,19.24,70.6,0.08,302.9,320.2,34609.60172,19026.47658,18443.63636
12/16/2017 20:50,13.96,81.0,0.085,0.037,0.145,36873.0038,30977.60049,15633.13325
10/24/2017 23:00,20.12,78.4,4.914,0.051,0.119,33331.11597,21592.53112,14951.48936
3/21/2017 13:10,17.0,66.88,0.079,699.2,310.9,33077.10638,20129.26829,17581.93548
8/22/2017 15:50,25.94,42.15,4.924,659.5,38.68,38907.16981,26348.04646,24424.32602
12/16/2017 21:10,13.19,81.1,0.079,0.055,0.108,36489.73384,30554.15772,15200.96038
8/22/2017 7:50,23.25,60.25,4.924,186.1,49.06,28927.85794,18980.78141,16930.90909
9/12/2017 2:40,21.42,59.25,0.268,0.091,0.1,27175.22124,15878.17048,12884.98468
5/25/2017 2:40,17.13,85.5,4.918,0.048,0.137,25885.37705,16201.85759,15455.22267
10/3/2017 16:50,26.82,43.91,4.919,250.8,133.6,34597.81182,21517.84232,13048.99696
9/10/2017 23:30,21.43,87.2,0.317,0.077,0.13,34528.14159,23130.56133,13508.64147
5/29/2017 22:00,21.76,66.38,4.916,0.08,0.096,42919.86885,26537.4613,25371.98381
6/22/2017 21:20,23.75,44.8,4.92,0.099,0.096,46906.49007,28178.79418,28947.69231
4/12/2017 18:00,16.75,82.6,0.072,154.0,136.3,31614.89774,17431.77189,18333.09091
7/30/2017 11:50,29.85,47.29,4.908,681.3,236.5,38017.27575,25082.27848,28016.7364
11/11/2017 16:10,20.85,61.11,0.07,373.3,401.2,29120.0,23835.12397,11635.66265
5/11/2017 9:20,20.16,73.3,4.915,542.9,512.7,31909.77049,20849.5356,14749.79757
7/1/2017 21:10,27.34,46.96,4.92,0.088,0.078,44899.93355,28374.68354,35499.91632
1/10/2017 5:20,14.2,78.8,0.08,0.026,0.122,22134.68354,13557.44681,14012.53012
6/18/2017 12:40,23.37,63.65,0.068,914.0,45.66,32067.81457,17996.2578,18172.06154
7/18/2017 13:00,35.78,22.18,4.925,887.0,68.55,41812.62458,29096.20253,31408.87029
3/16/2017 19:10,11.64,79.5,0.081,1.811,1.758,44535.82979,26451.21951,25467.09677
8/17/2017 12:10,29.39,41.71,0.073,817.0,42.81,42608.65705,28948.25766,27066.58307
10/20/2017 15:20,24.62,68.9,4.921,246.7,105.8,34200.78775,22787.55187,11368.26748
8/23/2017 6:00,21.04,58.69,4.918,0.091,0.048,24158.75694,15331.3622,14132.16301
5/14/2017 6:10,18.51,63.54,0.078,1.975,1.779,19313.31148,11413.0031,10342.34818
2/18/2017 6:30,11.06,84.0,0.068,0.062,0.189,22643.38983,13925.83587,13789.26633
12/22/2017 21:10,13.32,79.5,0.078,0.04,0.159,37384.03042,32314.20681,16140.21609
9/30/2017 21:10,19.84,82.0,4.924,0.091,0.074,40810.61947,24451.55925,19674.60674
1/20/2017 10:00,12.72,49.32,4.917,283.1,289.0,30555.94937,20297.87234,14452.04819
9/22/2017 19:00,25.55,37.68,4.93,5.972,5.208,45876.10619,26023.28482,21598.52911
4/25/2017 20:00,17.29,65.1,0.082,3.442,3.003,45658.38536,24708.75764,28567.27273
4/5/2017 2:10,16.15,85.1,0.069,0.026,0.159,23697.22282,13069.24644,15941.81818
5/11/2017 7:40,18.5,86.8,4.909,221.6,206.1,26426.7541,18070.58824,12050.52632
5/30/2017 0:10,20.44,72.3,4.927,0.073,0.096,36876.59016,22859.44272,22118.8664
2/19/2017 23:20,13.88,65.49,0.076,0.04,0.122,32467.11864,20155.6231,19850.29146
7/8/2017 8:10,24.65,45.06,4.922,307.5,283.6,28232.29236,18562.02532,18545.27197
3/23/2017 2:50,12.05,65.39,0.08,0.037,0.152,23383.14894,13584.14634,14080.64516
2/9/2017 15:00,14.24,58.56,4.917,504.8,112.3,32924.74576,20491.18541,16122.21106
6/16/2017 7:10,19.3,80.9,0.071,173.9,166.5,24108.07947,15155.92516,11336.86154
8/27/2017 10:50,26.32,71.1,4.924,656.5,122.4,35423.04107,21676.02957,20325.51724
1/10/2017 10:00,14.45,74.0,0.077,233.0,69.06,31169.62025,19097.87234,14457.83133
12/24/2017 4:30,8.14,90.2,0.082,0.055,0.141,20635.74144,15269.71464,9450.180072
10/20/2017 16:40,26.31,47.02,4.92,264.2,34.47,32952.99781,22171.36929,11292.40122
11/13/2017 5:30,18.19,69.91,0.07,0.048,0.141,23070.76923,17977.68595,12422.16867
5/20/2017 15:50,21.95,57.81,0.07,719.0,68.84,33024.0,19593.80805,18125.34413
10/28/2017 8:00,12.01,88.0,4.916,51.96,15.93,24905.38293,19960.58091,8835.50152
1/3/2017 20:30,10.03,82.9,0.075,0.081,0.1,42318.98734,27176.8997,26157.10843
6/4/2017 23:50,20.73,87.2,0.068,0.051,0.093,39646.09272,24286.90229,24404.67692
11/23/2017 23:10,9.65,75.1,4.92,0.051,0.07,30116.92308,24742.56198,13561.44578
4/24/2017 19:10,19.17,63.36,0.085,30.78,26.02,43048.09473,23803.25866,27054.54545
7/12/2017 5:40,21.26,78.6,4.909,0.084,0.156,24105.24917,15824.05063,16665.43933
10/24/2017 20:30,20.25,77.6,4.918,0.066,0.082,44737.68053,28142.73859,19147.4772
9/11/2017 0:10,21.29,87.6,0.326,0.091,0.081,31437.87611,21012.47401,12979.12155
1/2/2017 23:40,12.19,72.8,0.077,0.07,0.122,28593.41772,19455.31915,19043.85542
8/10/2017 1:30,27.71,54.75,4.904,0.121,0.059,31146.19312,23557.76135,25044.26332
4/6/2017 23:30,13.38,83.4,0.072,0.066,0.126,31174.68245,17244.80652,21864.72727
1/29/2017 21:30,17.07,52.34,4.919,0.088,0.078,40247.08861,24167.78116,25029.39759
5/29/2017 23:00,21.44,68.08,4.916,0.077,0.1,41623.08197,25898.45201,24211.82186
9/8/2017 17:20,25.43,65.46,0.258,359.4,52.58,34910.44248,21034.92723,15726.74157
5/23/2017 18:20,20.46,52.02,4.927,336.9,294.5,35907.14754,22695.97523,19034.81781
8/3/2017 14:00,29.25,51.56,4.906,808.0,104.8,40933.71809,33114.67793,25321.12853
11/12/2017 21:40,18.18,69.15,0.071,0.066,0.089,34080.0,27241.73554,18459.75904
6/5/2017 2:00,20.38,89.1,0.064,0.029,0.152,39735.09934,23037.00624,24186.09231
11/14/2017 21:20,15.32,83.6,0.069,0.084,0.07,36356.92308,30395.45455,19714.6988
11/18/2017 0:50,13.88,88.2,0.07,0.051,0.119,24498.46154,19089.66942,13885.3012
8/22/2017 6:40,23.1,59.99,4.918,4.934,3.867,24593.47392,15593.6642,14661.81818
11/22/2017 14:40,15.55,52.62,4.917,107.3,98.7,29033.84615,23704.95868,10600.48193
11/1/2017 5:10,16.47,57.0,0.084,0.044,0.13,24172.30769,19056.19835,10837.59036
6/29/2017 3:20,22.48,83.4,4.917,0.077,0.115,28602.91391,18052.39085,20600.12308
5/22/2017 4:40,17.43,80.8,0.072,0.07,0.104,23480.65574,14047.05882,13898.62348
10/27/2017 8:30,17.93,67.61,0.087,60.94,50.39,26903.10722,21764.31535,9413.25228
9/23/2017 14:50,24.61,62.69,4.932,373.9,127.4,35305.48673,20683.16008,14620.6333
7/5/2017 15:50,27.31,69.65,4.921,709.0,106.6,38323.45515,25086.07595,26142.92887
5/19/2017 6:40,15.96,78.7,0.076,50.87,45.09,24336.78689,15339.93808,11368.42105
8/7/2017 6:30,26.28,65.52,4.905,0.939,0.696,25411.76471,18897.14889,15811.41066
9/3/2017 1:10,20.08,59.09,4.926,0.073,0.122,31380.53097,16301.0395,18727.35444
12/20/2017 19:50,16.26,75.1,0.074,0.051,0.089,39428.13688,33860.69346,16180.55222
2/5/2017 3:10,8.23,55.76,0.091,0.044,0.122,21966.10169,12612.76596,14564.98492
9/15/2017 8:10,20.91,54.52,0.286,184.0,152.4,29526.37168,19253.63825,11567.06844
5/25/2017 22:10,17.66,84.0,4.922,0.062,0.096,45009.83607,27406.81115,25727.61134
10/17/2017 7:20,18.46,93.1,0.074,3.148,2.59,27300.13129,18123.23651,9693.37386
9/17/2017 2:40,16.31,67.46,4.916,0.073,0.074,26557.16814,14276.50728,13555.70991
12/19/2017 18:20,14.17,81.5,0.078,0.765,0.794,40705.70342,34471.9239,16180.55222
5/23/2017 9:10,16.35,76.0,0.069,113.2,92.7,31248.78689,20255.10836,14697.32794
1/30/2017 13:40,18.16,64.75,4.917,185.0,173.3,35131.13924,20432.82675,17499.75904
6/9/2017 22:10,22.54,63.68,0.081,0.091,0.089,44948.34437,23965.07277,26277.41538
12/15/2017 13:00,16.16,59.28,0.081,199.8,203.7,30819.77186,25612.76465,9795.918367
9/28/2017 21:50,19.93,84.0,4.919,0.051,0.144,41932.0354,29054.46985,15550.23493
9/14/2017 20:20,21.82,53.52,0.3,0.095,0.104,47226.90265,31621.62162,18739.12155
5/9/2017 21:20,19.1,86.0,4.922,0.048,0.104,44682.4918,27102.16718,25885.02024
2/10/2017 14:00,12.24,86.5,4.916,383.9,355.2,32814.91525,20899.69605,16608.48241
2/13/2017 18:00,15.94,51.09,0.087,100.2,111.5,39044.74576,23244.9848,22409.00503
9/14/2017 21:40,21.24,54.78,0.283,0.11,0.078,43696.99115,28493.13929,17503.57508
2/26/2017 5:20,10.89,71.2,0.087,0.062,0.167,23552.54237,12893.61702,14605.50754
2/14/2017 1:30,11.29,74.1,0.088,0.044,0.122,24980.33898,14498.48024,15462.27136
9/23/2017 22:00,21.13,85.6,4.916,0.058,0.13,41804.60177,23493.55509,20333.56486
7/6/2017 12:30,30.06,52.9,4.928,862.0,90.6,42144.31894,22154.43038,25968.20084
3/28/2017 20:50,19.21,57.86,4.919,0.04,0.111,43751.48936,25928.04878,24996.77419
3/12/2017 17:00,19.03,44.79,0.085,339.1,266.5,28138.21277,16390.2439,16304.51613
11/24/2017 2:40,7.52,80.2,4.915,0.059,0.093,22455.38462,17442.14876,9906.506024
2/1/2017 20:00,10.6,57.26,4.913,0.051,0.141,42846.10169,25141.64134,25181.90955
12/4/2017 14:50,16.75,57.04,0.084,177.5,85.1,31117.87072,25914.69776,10032.17287
11/8/2017 14:00,22.25,57.67,0.072,383.0,127.4,30800.0,25080.99174,17100.72289
8/9/2017 10:50,28.32,75.2,4.909,446.3,175.9,38293.45172,30225.55438,26681.37931
10/1/2017 20:50,20.9,66.02,4.925,0.08,0.089,44302.84464,25035.68465,19293.37386
12/25/2017 8:00,5.739,89.3,0.084,0.198,0.315,23598.47909,18973.91838,7179.831933
3/12/2017 0:40,13.19,81.6,0.087,0.033,0.119,28248.51064,16935.36585,17953.54839
4/5/2017 1:20,16.27,84.0,0.073,0.037,0.167,24887.66416,13659.47047,16634.18182
5/9/2017 1:00,19.08,78.2,0.072,0.044,0.137,26565.2459,16499.07121,16230.60729
9/28/2017 17:20,22.4,69.26,4.922,132.0,88.7,35662.30088,24649.89605,11308.19203
9/10/2017 4:20,20.3,72.0,0.332,0.099,0.093,26181.23894,14946.36175,13532.17569
5/2/2017 22:00,22.83,45.5,0.083,0.088,0.096,41006.16393,24601.85759,23926.15385
1/9/2017 18:10,15.42,72.1,0.073,4.604,4.851,43163.5443,26717.32523,25231.80723
9/27/2017 21:20,22.38,78.5,4.919,0.084,0.133,44079.29204,26266.52807,19180.38815
5/14/2017 3:00,22.76,42.63,0.079,0.091,0.115,23946.4918,14292.26006,14907.20648
7/21/2017 2:20,26.94,44.38,0.074,0.099,0.126,29622.85714,20274.68354,24883.68201
5/24/2017 7:40,16.49,81.0,4.918,24.3,19.21,25646.16393,16272.44582,12132.14575
3/5/2017 2:10,12.79,62.65,4.92,0.044,0.1,23499.57447,13280.4878,14678.70968
9/10/2017 15:30,26.53,57.82,0.259,386.4,194.7,32788.67257,20177.96258,13132.09397
7/5/2017 23:10,25.01,83.7,4.918,0.073,0.163,40964.25249,26263.29114,31613.72385
1/2/2017 11:30,15.18,55.83,0.076,410.8,41.23,28532.65823,21009.11854,16429.87952
11/1/2017 13:10,20.15,41.46,0.086,374.2,309.7,33304.61538,26241.32231,10733.49398
9/8/2017 21:40,23.06,82.4,0.276,0.051,0.156,44385.13274,26947.60915,22198.65169
1/29/2017 23:40,16.08,59.25,4.92,0.07,0.115,32232.91139,19623.1003,20003.85542
2/14/2017 0:50,10.62,77.1,0.087,0.029,0.115,26524.0678,16048.63222,16376.92462
2/7/2017 14:20,10.61,68.28,0.086,68.44,69.62,33717.9661,20673.55623,16261.14573
4/15/2017 20:10,17.98,65.94,0.088,0.08,0.119,43215.50054,22138.9002,28450.90909
11/30/2017 6:10,9.9,81.9,0.083,0.062,0.126,23323.07692,18721.4876,9322.409639
8/30/2017 20:20,25.11,63.32,4.924,0.077,0.107,46367.68036,27032.31257,23551.59875
1/8/2017 18:10,15.32,71.5,0.07,11.23,11.62,40629.87342,24127.65957,25399.51807
8/20/2017 11:50,26.7,76.0,4.928,168.4,129.2,37142.7303,23329.67265,25585.95611
10/18/2017 8:00,19.03,81.2,0.108,20.33,16.22,29260.04376,19542.32365,9477.446809
3/16/2017 6:40,9.69,84.6,0.085,0.048,0.119,21275.23404,12859.7561,10643.22581
8/3/2017 17:40,30.26,45.59,4.903,364.8,361.4,38990.27747,28290.6019,27325.39185
1/23/2017 6:00,10.02,75.9,0.086,0.044,0.137,24528.60759,15122.18845,15244.33735
3/15/2017 9:30,10.94,83.7,0.09,382.8,47.49,31594.21277,17491.46341,13372.25806
5/12/2017 22:40,18.14,87.3,0.07,0.059,0.104,39004.32787,23138.0805,23273.19838
2/1/2017 10:10,10.79,60.2,4.916,354.8,367.8,29160.0,19280.24316,14107.65829
12/23/2017 12:00,14.23,75.8,0.088,437.6,85.8,31939.1635,25818.96287,10193.51741
1/4/2017 13:40,16.38,55.89,0.084,501.0,42.75,32870.88608,21596.35258,16747.95181
4/25/2017 22:40,17.56,63.26,0.08,0.029,0.111,36940.88267,20793.48269,23720.72727
12/6/2017 8:30,5.664,84.7,4.919,9.63,8.05,25009.88593,19636.69837,7565.906363
1/18/2017 22:40,14.31,65.58,0.081,0.073,0.078,35738.73418,23719.14894,22305.54217
8/2/2017 5:30,25.15,92.7,4.911,0.106,0.037,23704.86127,16076.45195,16274.85893
9/12/2017 12:20,26.18,44.01,0.274,774.0,77.2,38676.10619,24002.4948,15073.66701
1/17/2017 20:10,11.01,63.37,0.087,0.084,0.093,43746.83544,26976.29179,25908.43373
7/13/2017 18:30,27.84,67.23,4.91,263.2,252.9,37819.53488,24907.59494,29703.76569
3/10/2017 13:50,20.33,48.77,0.076,753.0,44.33,33591.82979,20659.7561,15967.74194
8/27/2017 9:50,25.41,76.4,4.923,429.7,162.5,32942.59711,20235.26927,19169.90596
7/28/2017 12:20,34.27,31.01,4.909,833.0,93.6,40779.2691,30288.60759,33499.58159
1/7/2017 8:30,8.48,84.5,0.091,8.92,8.56,24783.79747,15319.14894,11994.21687
9/7/2017 9:00,22.49,87.1,0.29,62.07,48.91,31794.69027,19672.76507,14002.86006
12/6/2017 17:20,15.38,49.94,0.092,30.83,34.68,37444.86692,31706.65848,15321.96879
4/14/2017 18:50,17.53,74.6,0.071,101.7,95.0,36221.6577,19261.0998,24005.81818
6/13/2017 18:50,22.76,41.03,0.082,310.6,306.2,41044.76821,25761.33056,23093.16923
10/26/2017 16:10,16.41,88.8,0.083,59.09,49.42,30986.78337,25655.60166,11438.29787
2/9/2017 3:00,11.36,66.28,4.917,0.103,0.082,22582.37288,13200.0,14223.43719
11/15/2017 18:20,20.85,59.21,0.083,1.444,1.449,39544.61538,33448.76033,20460.72289
11/19/2017 20:50,16.85,68.58,0.078,0.04,0.093,36467.69231,29733.47107,17187.46988
5/27/2017 9:30,20.45,80.5,4.919,588.7,565.4,27144.39344,17011.76471,12586.88259
6/28/2017 6:00,20.21,76.4,4.918,2.681,2.364,19994.70199,12435.34304,13528.61538
5/17/2017 22:00,18.61,81.7,4.918,0.077,0.096,42705.83607,25642.10526,25605.18219
6/21/2017 12:30,26.86,54.77,0.068,902.0,65.16,38832.31788,21974.22037,18585.6
11/19/2017 14:10,20.18,65.65,4.921,410.2,114.8,28701.53846,21235.53719,12000.0
8/11/2017 23:10,28.15,29.01,4.907,0.077,0.104,41067.96892,29077.50792,32417.30408
7/15/2017 22:50,26.28,82.1,4.915,0.051,0.137,44625.64784,27949.36709,38289.53975
2/5/2017 15:20,11.74,37.23,0.087,503.3,36.47,29471.18644,16577.5076,16376.92462
10/5/2017 13:00,26.99,49.45,4.931,287.3,111.3,36677.46171,24927.38589,13825.16717
6/9/2017 19:40,24.77,56.27,0.083,61.85,54.47,45342.51656,25252.39085,26767.75385
11/8/2017 18:20,20.33,75.6,0.071,2.252,2.197,40086.15385,33392.97521,20194.6988
4/19/2017 11:40,18.75,62.41,0.074,820.0,57.4,36184.4564,21706.31365,18821.81818
5/13/2017 15:10,32.68,13.98,4.519,750.0,293.4,29624.65574,20504.02477,17635.62753
8/27/2017 23:50,25.01,84.7,4.92,0.051,0.163,37398.44617,23314.46674,23804.38871
2/14/2017 14:20,15.89,59.93,0.084,293.8,209.9,31936.27119,21516.10942,16498.49246
5/30/2017 10:10,22.11,75.1,4.923,621.6,538.5,30254.16393,18705.88235,14265.91093
3/1/2017 2:30,12.04,86.6,0.09,0.033,0.126,23168.68085,14154.87805,14109.67742
12/5/2017 5:50,8.59,87.0,0.079,0.048,0.122,22990.11407,18230.13194,9721.008403
8/16/2017 18:00,27.6,49.25,4.909,311.1,341.6,39137.3141,26846.04013,28541.19122
5/28/2017 8:00,19.44,77.9,0.082,103.0,82.9,21428.45902,11903.40557,10826.23482
6/21/2017 4:50,20.31,80.8,0.075,0.055,0.156,27503.04636,15492.72349,15791.26154
4/26/2017 23:10,15.44,69.44,0.08,0.033,0.137,33183.55221,18722.19959,21579.63636
12/1/2017 19:30,15.96,72.6,0.081,0.04,0.145,35473.76426,28267.56674,14860.98439
1/21/2017 6:20,9.14,66.38,0.083,0.084,0.13,24461.77215,15133.1307,15117.10843
12/19/2017 20:40,12.12,86.4,0.075,0.048,0.067,39269.96198,33974.83891,16140.21609
4/17/2017 0:40,13.9,79.8,0.081,0.018,0.13,26586.52314,14476.98574,18071.27273
2/8/2017 13:40,11.0,73.9,4.919,397.9,323.7,33821.69492,20454.71125,16405.86935
4/2/2017 9:10,14.54,90.6,0.074,76.8,68.28,27218.9451,12310.38697,15278.54545
6/23/2017 8:00,19.74,70.2,4.916,324.2,312.7,24680.2649,15440.33264,12748.8
1/18/2017 14:10,14.25,47.75,0.086,218.3,226.4,38333.16456,23956.231,18974.45783
4/24/2017 21:30,17.7,69.8,0.084,0.022,0.119,41318.23466,23073.72709,26682.18182
2/14/2017 20:40,15.4,63.15,0.077,0.044,0.145,38092.88136,29372.64438,25575.55779
11/3/2017 2:50,15.84,81.0,0.085,0.037,0.133,22412.30769,17639.2562,10166.74699
9/12/2017 17:30,25.41,43.45,0.278,319.1,44.47,35847.07965,22355.92516,15120.73544
8/17/2017 23:10,23.05,64.75,0.07,0.099,0.07,42257.04772,29412.03801,32603.88715
8/8/2017 8:40,25.91,91.6,4.907,142.6,108.2,35026.68147,24842.66103,23190.47022
3/7/2017 19:30,14.51,72.9,0.072,2.075,2.002,42048.0,28840.2439,24863.22581
8/7/2017 16:30,30.56,52.02,4.906,322.8,217.2,40524.5727,32183.31573,24556.73981
5/27/2017 20:10,19.95,82.1,0.067,11.44,9.7,45022.42623,27458.82353,27045.18219
11/4/2017 16:00,23.25,55.27,0.074,307.3,250.0,29932.30769,24764.87603,11572.04819
12/1/2017 4:30,17.7,64.41,0.08,0.062,0.141,21457.03422,16094.50752,9525.090036
9/15/2017 17:50,26.8,44.55,0.311,214.5,240.8,35146.19469,21618.71102,14667.70174
6/21/2017 0:10,21.91,76.0,0.077,0.077,0.096,44249.00662,24612.47401,26631.87692
9/18/2017 2:50,21.19,78.1,4.916,0.084,0.107,26480.70796,14886.48649,12614.34116
3/26/2017 5:10,16.03,58.34,0.078,0.033,0.163,22451.74468,12896.34146,14080.64516
8/25/2017 21:00,24.1,84.2,4.922,0.088,0.115,47997.86903,29784.58289,31610.7837
5/29/2017 3:20,21.27,61.51,0.078,0.069,0.085,33943.08197,19972.75542,18708.34008
2/1/2017 21:00,10.11,53.32,4.913,0.051,0.104,42669.15254,25236.47416,25645.02513
8/22/2017 19:10,24.18,39.78,4.924,86.3,101.0,46239.82242,31282.36536,35210.03135
4/1/2017 19:40,15.87,82.6,0.073,1.895,1.701,45199.56943,19539.71487,27682.90909
8/16/2017 18:10,27.33,50.52,4.908,276.6,305.6,39041.42064,26625.55438,28661.5674
3/17/2017 13:10,13.91,74.4,0.072,168.3,152.5,34167.82979,21702.43902,16234.83871
3/14/2017 16:40,16.81,67.59,0.074,423.6,260.5,31790.29787,19953.65854,17448.3871
12/16/2017 4:20,12.11,85.5,0.081,0.037,0.122,20903.42205,15604.78674,8937.334934
8/23/2017 16:50,27.88,44.28,4.906,491.6,48.52,37801.19867,24930.09504,24105.32915
7/16/2017 12:00,28.04,73.4,4.915,492.1,326.4,36224.8505,22420.25316,29872.46862
10/22/2017 23:00,20.16,79.9,4.914,0.062,0.174,32990.80963,20610.37344,14507.96353
7/9/2017 13:30,29.36,55.4,4.909,869.0,98.2,36511.89369,19925.31646,27884.1841
4/4/2017 2:10,14.81,85.1,0.074,0.037,0.141,23722.02368,13168.22811,15755.63636
3/24/2017 1:20,9.46,68.71,0.086,0.051,0.111,24964.08511,14725.60976,15300.0
7/3/2017 22:20,24.48,85.7,4.92,0.062,0.141,44434.28571,27968.35443,33246.5272
3/30/2017 21:10,19.04,62.16,0.074,0.066,0.108,42464.68085,25093.90244,24863.22581
4/26/2017 20:10,17.63,64.3,0.085,1.258,1.101,44963.96125,24683.09572,27909.81818
2/28/2017 22:30,14.12,66.66,0.085,0.037,0.159,37421.69492,22774.46809,22547.9397
9/25/2017 8:40,19.97,85.4,4.915,231.9,69.12,31151.15044,19478.17048,11102.26762
1/18/2017 8:10,13.32,48.35,0.084,0.285,0.2,26393.92405,16340.42553,12005.78313
4/26/2017 12:20,20.24,47.79,0.086,908.0,217.7,35849.64478,21662.32179,19025.45455
10/11/2017 14:50,23.8,60.96,0.082,100.1,83.3,35927.52735,23093.77593,13305.77508
3/1/2017 3:40,11.44,87.6,0.083,0.033,0.152,22084.08511,13540.2439,13581.29032
1/22/2017 13:10,13.66,60.0,0.089,86.9,89.1,36145.82278,15122.18845,17476.62651
11/15/2017 15:10,23.79,46.46,0.086,356.8,136.2,33083.07692,24292.56198,12717.10843
3/27/2017 2:40,12.44,85.0,0.083,0.029,0.178,23101.2766,12252.43902,14022.58065
